!! # Radio information (in parts):
Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
103,SSTV _70cm,433.4,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
104, BRW 01,458.15625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
105, BRW 03,458.19375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
106, BRW 05,458.20625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
107, BRW 07,458.21875,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
108, BRW 09,458.29375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
109, BRW 11,458.30625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
110, BRW 13,458.31875,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
111, BRW 15,458.73125,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
112, BRW 02,468.15625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
113, BRW 04,468.19375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
114, BRW 06,468.20625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
115, BRW 08,468.21875,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,6.25,,5.0W,,,,,
116, BRW 10,468.29375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
117, BRW 12,468.30625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
118, BRW 14,468.31875,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
119, BRW 16,468.73125,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,12.5,,5.0W,,,,,
120, ALMERE 2M,145.3,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,10,,5.0W,,,,,
121,APRS_2m,144.8,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
122,APRS_70cm,431.0375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
123, LPD-32,433.85,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
124, LPD-33,433.875,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
125,LPD-34,433.9,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
126,LPD-35,433.925,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
127,LPD-36,433.95,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
128,LPD-37,433.975,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
129,LPD-38,434,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
130,LPD-39,434.025,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
131,LPD-40,434.05,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
132,LPD-41,434.075,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
133,LPD-42,434.1,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
134,LPD-43,434.125,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
135,LPD-44,434.15,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
136,LPD-45,434.175,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
137,LPD-46,434.2,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
138,LPD-47,434.225,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
139,LPD-48,434.25,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
140,LPD-49,434.275,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
141,LPD-50,434.3,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
142,LPD-51,434.325,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
143,LPD-52,434.35,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
144,LPD-53,434.375,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
145,LPD-54,434.4,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
146,LPD-55,434.425,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
147,LPD-56,434.45,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
148,LPD-57,434.475,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
149,LPD-58,434.5,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
150,LPD-59,434.525,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
151,LPD-60,434.55,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
152,LPD-61,434.575,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
153,LPD-62,434.6,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
154,LPD-63,434.625,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
155,LPD-64,434.65,,0,,88.5,88.5,23,NN,23,Tone->Tone,FM,25,,5.0W,,,,,
