"rx","tx","ctcss/dsc","omschrijving","plaats","groep"
"161.600000","157.00000","","Marifoon kanaal 20 Zwarte Water: bruggen","Zwolle",""
"161.700000","157.10000","","Marifoon kanaal 22 Hoenkoopsebrug","Oudewater",""
"161.725000","157.12500","","Marifoon kanaal 82 Drinkwaterboten Evides","Rotterdam",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Gent",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Kortrijk",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Vilvoorde",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Mol",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Ronquières",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Luik",""
"161.800000","157.20000","","Marifoonkanaal 24 Oostende Radio (berichten schipperij en waterstanden) ","Namen",""
"162.15000","157.55000","","Marifoon kanaal 31, Watersportvereniging Jachtclub Scheveningen","Scheveningen","Analoog"
"162.150000","157.55000","","Marifoon kanaal 31 Jachthaven Watersportcentrum Huizen","Huizen",""
"162.150000","157.55000","","Marifoon kanaal 31 Tholense watersportvereniging De Kogge","Tholen",""
"162.150000","157.55000","","Marifoon kanaal 31 Watersportvereniging De Peiler","Vianen",""
"163.370000","","","Waterschap De Wold Aa","Ruinen",""
"163.710000","163.71000","71,9","Waterschap kanaal (in gebruik bij sluiten coupeures haven delfzijl)","Delfzijl",""
"163.720000","","","Waterschap","Delfzijl",""
"163.730000","","","Waterschap","Delfzijl",""
"165.010000","165.01000","","Deurnese Watervrienden","Deurne",""
"165.170000","165.17000","","Zwemvereniging Watervrienden Didam","Didam",""
"165.970000","","","Bas de Jong","Oudewater",""
"168.71000","168.71000","","Watertaxi Rotterdam (Kanaal 2)","Rotterdam","Analoog"
"169.03000","169.03000","","Watertaxi Rotterdam (Kanaal 1)","Rotterdam","Analoog"
"170.330000","","","Psychiatrisch Zh Coudewater","Rosmalen",""
"170.370000","","","Psychiatrisch Zh Coudewater","Rosmalen",""
"170.470000","","","Camping Klein Vaarwater","Buren",""
"170.570000","","","Psychiatrisch Zh Coudewater","Rosmalen",""
"173.330000","","","Waterland Terminal (Onderling portoverkeer)","Amsterdam",""
"173.470000","","","Waterland Terminal (Onderling portoverkeer)","Amsterdam",""
"173.510000","","","Waterland Terminal (Onderling portoverkeer)","Amsterdam",""
"173.550000","","","Waterland Terminal (Onderling portoverkeer)","Amsterdam",""
"419.87500","419.87500","C 136,5","EBS Waterland (Kort verkeer)","Amsterdam/Zaanstreek-Waterland","Analoog"
"425.42500","415.42500","","Rampenbestrijdingsnet 3A Kanaal 434 waaronder aansturing WAS palen (Luchtalarm) zender Purmerend (Veiligheidsregio Zaanstreek Waterland)","Purmerend","Analoog"
"434.325000","434.32500","","Waterhulpdienst","Huizen",""
"439.86250","439.86250","","DGPS (Rijkswaterstaat)","Landelijk","Analoog"
"444.275000","","","Rijkswaterstaat  DGPS zender","Heerenveen?",""
"444.437500","444.43750","","Rijkswaterstaat DGPS zender","Alphen aan den Rijn",""
"444.437500","","","Rijkswaterstaat DGPS zender","IJmuiden",""
"444.437500","","","Rijkswaterstaat  DGPS zender","Friesland",""
"444.812500","","","Rijkswaterstaat DGPS zender","Eemshaven",""
"444.812500","","","Rijkswaterstaat DGPS zender","Leek?",""
"445.200000","","","Rijkswaterstaat DGPS zender","Nieuwe Statenzijl",""
"445.400000","","","Rijkswaterstaat DGPS zender","Zoetermeer?",""
"445.487500","","","Rijkswaterstaat DGPS zender","Amsterdam",""
"445.500000","","","Rijkswaterstaat DGPS zender","Schagen?",""
"445.512500","","","Rijkswaterstaat DGPS zender","Amsterdam",""
"445.512500","","","Rijkswaterstaat DGPS zender","Delfzijl",""
"445.525000","","","Rijkswaterstaat DGPS zender","Huisduinen",""
"445.535000","","","Rijkswaterstaat  DGPS zender","Friesland",""
"445.537500","","","Rijkswaterstaat DGPS zender","Alkmaar",""
"445.550000","","","Rijkswaterstaat DGPS zender","Den Helder",""
"445.550000","","","Rijkswaterstaat DGPS zender","Lelystad",""
"446.043750","446.04375","118,8","Blansjaar Kraanverhuur","Wateringen",""
"446.068750","446.06875","82,5","Blansjaar Kraanverhuur","Wateringen",""
"446.09375","446.09375","C 88.5","Zwembad/Sporthal Waterwijck","Steenwijk","Analoog"
"454.91250","454.91250","","Stadsmusical Van Katoen en Water","Almelo","DMR"
"455.810000","455.81000","","Blansjaar Kraanverhuur","Wateringen",""
"455.810000","455.81000","110,9","Watersportvereniging Oldambtmeer","Blauwestad",""
"455.890000","","97,4","Rijkswaterstaat onderling verkeer","Prov Overijssel",""
"455.890000","455.89000","","Blansjaar Kraanverhuur","Wateringen",""
"455.930000","455.93000","","Blansjaar Kraanverhuur","Wateringen",""
"455.930000","","","Rijkswaterstaat onderling verkeer","Prov Overijssel",""
"458.15625","458.15625","C 203.5","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 1 (TS 8038)","Assendelft","Analoog"
"458.19375","458.19375","C 177.3","Brandweer Zaanstreek-Waterland, Objectportofoon kanaal 3 (TS 8033)","Zaandam","Analoog"
"458.21875","458.21875","C 250,3","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 7 (TS 8031)","Zaandam","Analoog"
"458.30625","458.30625","","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 11 (TS 4031)","Oostzaan","Analoog"
"458.73125","458.73125","C 88.5","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 15 (AL 8052)","Zaandam","Analoog"
"459.350000","","","Hoofdbureau Politie Doelwater Centrum (gevangenbewaarders)","Rotterdam",""
"460.620000","450.62000","167,9","ROC Mondriaan Campus Leeghwaterplein (Bewaking)","Den Haag",""
"464.887500","454.88750","","ROC Mondriaan Campus Leeghwaterplein (bewaking -en toezicht opleiding)","Den Haag",""
"464.925000","454.92500","156,7","ROC Mondriaan Campus Leeghwaterplein (bewaking -en toezicht particulier)","Den Haag",""
"468.19375","468.19375","C 225.7","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 4 (TS 8032)","Zaandam","Analoog"
"468.21875","468.21875","C 74.4","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 8 (TS 5031/5032, HW 5051)","Purmerend","Analoog"
"468.29375","468.29375","C 69.3","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 10 (TS 8034)","Zaandam","Analoog"
"468.73125","468.73125","C 82.5","Brandweer Zaanstreek-Waterland, Manschappenportofoon kanaal 16 (TS 8035)","Zaandijk","Analoog"
"469.370000","459.37000","206,5","Buurt Interventie Team Wateringse Veld","Den Haag",""
