rx,tx,ctcss/dsc,omschrijving,plaats,groep
148.8625,148.8625,,Kerkradio Hervormde Gemeente Kerkwijk,Kerkwijk,Analoog
148.8625,148.8625,,Kerkradio Hersteld Hervormde Gemeente Terschuur,Terschuur,Analoog
148.8875148.8875,148.8875,,Kerkradio Kerkvoogdij Hervormde Gemeente Nijkerkerveen,Nijkerkerveen,Analoog
149.0125,149.0125,,Kerkradio Oud Ger. Gem. in Nederland te Ermelo,Ermelo,Analoog
149.1625,,,Lokale omroep Nijmegen,Nijmegen,
149.1625,,,Lokale omroep Wijchen,Wijchen,
149.4625,,,Bakker,Ermelo,
149.4625,,,Strandbewaking,Ermelo,
149.4625,,,Rekreatieschap Noord-Veluwe strand IJsselmeer,Heerde,
149.6625,,,"Personenvervoer P en J v,d Streek v,d Werfhors",Oldebroek,
149.8125,,,Rasing,Arnhem,
149.8375,149.8375,,Onbekend taxibedrijf,Nijmegen,
150.0625,,,Van de Pol,Nunspeet,
150.1125,,,Luxan,Elst,
150.1625,,,Heidemij,Arnhem,
150.3875,,,Rijschool Van de Scheur,Barneveld,
150.3875,,,Achterkamp Bedrijfsopleidingen Oefencentrum ?De Maalderij?,Zutphen,
150.4125,,,Schaap transporten,Brummen,
150.4875,150.4875,"167,9",ARN Afvalverwerking Regio Nijmegen,Nijmegen,
150.5375,150.5375,,Kerkradio Protestantse Gemeente te Ede,Ede,Analoog
150.5875,,,Rijschool Markus,Wageningen,
150.6125,,,Hoftijzer loonbedrijf,Aalten,
150.6375,,,Hiddink containers,Winterswijk,
150.6875,,,Seuren glasservice,Nijmegen,
150.6875,,,Woningstichting,Winterswijk,
150.7125,,,BF1 containerdiensten,Renkum,
150.7125,,,Glasservice Wijchen,Wijchen,
150.7625,,,Hannaert autoberging,Tiel,
150.7625,,,Van Eek transporten,Tiel,
150.8375,,,Van Leusden zand en grint,Wageningen,
150.9125,,,Rasing aannemersmij,Culemborg,
150.9125,,,Delta berging en takelbedrijf,Ermelo,
150.9875,,,Rijschool Culemborg,Culemborg,
151.1625,151.1625,,Jan Zevenhuizen Transport (Chauffeurs onderling),Apeldoorn,
151.1625,,,Wissels Infra,Zutphen,
151.3625,,,Horst staalbouw,Epe,
151.4125,,,Openbare Werken,Arnhem,
151.4125,,,Succes bv schoonmaakbedrijf,Nijmegen,
151.4375,,,Brouwer Glasservice,Arnhem,
151.4375,,,Frederiks Edelsmederij,Arnhem,
151.4375,,,Veldman scheepsbenodigdheden,Arnhem,
151.4375,,,De Liemers Wegenbouw,Duiven,
151.4375,151.4375,,VBC Veluwse betoncentrale,Harderwijk,
151.4875,,,Gomes,Barneveld,
151.5125,,,AA Taxicentrale,Arnhem,
151.5125,,,Citam,Arnhem,
151.5125,,,Van Holten,Arnhem,
151.5375,,,Buurman,Wageningen,
151.5875,,,AKZO Nobel Zoutchemie,Arnhem,
151.6125,151.6125,,Taxi 18000,Harderwijk,
151.6125,,,Taxi Citax,Nijmegen,
151.6625,,,Boekhorst,Arnhem,
151.8125,151.8125,,Onbekend taxibedrijf,Nijmegen,
151.8375,,,Brandweer portofoon kanaal 2,Gelderland,
151.8875,,,Brandweer portofoon kanaal 3,Gelderland,
151.9125,,,Van Geffen,Ommel,
151.9125,,,Taxi Krol,Tiel,
151.9125,,,Touringcarbedrijf Krol,Tiel,
151.9125,,,Jorksveld,Zevenaar,
151.9375,,"151,4",AVR Avira,Duiven,
151.9625,,,Brandweer portofoon kanaal 4,Gelderland,
152.0125,,,Veldwijk Psychiatrisch Ziekenhuis,Ermelo,
152.0125,,,"Primagaz Nederland B,V (BHV)",Zutphen,
152.0625,152.0625,,Airport Teuge Zweefvliegclub Teuge,Teuge,DMR
152.0625,147.8875,"199,5",Dolfinarium (Verkeersregelaars),Harderwijk,
152.0625,152.0625,,ANAC Kartbaan,Nijmegen,
152.0625,,"71,9",GGNet Regionaal Centrum Geestelijke Gezondheidszorg (Beveiliging kanaal 2),Zutphen,
152.0625,,,Slingeland Zh,Doetinchem,
152.0625,,,AVR,Duiven,
152.0625,152.0625,,Sint Jansdal Zh,Harderwijk,
152.0625,,,Zwembad en sportcomplex De Brake,Nunspeet,
152.0625,,,Maasglas glasfabriek,Tiel,
152.1125,152.1125,,ANAC Kartbaan,Nijmegen,
152.1125,,,Verzorgingstehuis Vreedenhof,Arnhem,
152.1125,,,Woon- en Zorgcentrum Insula Dei,Arnhem,
152.1125,,,Thomassen en Drijver Verblifa,Doesburg,
152.1125,,,Slingeland Zh/Sint Jozef/Wilhelmina,Doetinchem,
152.1125,,,AVR,Duiven,
152.1125,,,Filippo bouwmaterialen,Ermelo,
152.1125,152.1125,,Sint Jansdal Zh,Harderwijk,
152.1125,,,Zwembad en sportcomplex De Brake,Nunspeet,
152.1125,,,Maasglas glasfabriek,Tiel,
152.1125,,"71,9",GGNet Regionaal Centrum Geestelijke Gezondheidszorg (Beveiliging kanaal 1),Zutphen,
152.2375,,,EBC Arnhem,Arnhem,
152.2375,152.2375,,Camping De Konijnenberg,Harderwijk,
152.3375,,,Dierenambulance,Nijmegen,
152.3375,,,Medicom bejaardenalarmering,Nijmegen,
152.3625,152.3625,,Medisch gebruik,Harderwijk,
152.3625,152.3625,,Sint Jansdal Zh,Harderwijk,
152.3625,,,Groep spraktijk huisartsen,Nijmegen,
152.4375,,,Reinigingsdienst,Rheden,
152.4875,,,Medisch gebruik,Arnhem,
152.5125,,,Medisch gebruik,Oldebroek,
152.5375,152.5375,,Gemeentewerken Harderwijk,Harderwijk,
152.5375,,,DAR,Nijmegen,
152.5875,,,Gemeentewerken Winterswijk,Winterswijk,
152.6125,,,Dierenartsen Oskam en Stapel,Culemborg,
152.6125,,,Medisch gebruik,Tiel,
152.8375,,,Gemeentewerken Culemborg,Culemborg,
152.8875,,,DAR,Nijmegen,
152.9125,,,Hagestein aannemingsbedrijf,Doetinchem,
152.9125,,,Van de Pol,Nunspeet,
152.9125,,,Openbare werken,Zevenaar,
153.0125,153.0125,,Kerkradio Hersteld Hervormde Gemeente Barneveld,Barneveld,Analoog
153.0375,153.0375,,Kerkradio Hersteld Hervormde Gemeente Zuilichem,Zuilichem,Analoog
153.0625,153.0625,,Kerkradio Hervormde Gemeente Elim T Harde,T Harde,Analoog
153.07,153.07,C 85.4,Airport Teuge Nationaal Paracentrum Teuge,Teuge,Analoog
153.0875,153.0875,,Kerkradio Hervormde Gemeente Oldebroek,Oldebroek,Analoog
153.0875,153.0875,,Kerkradio Hervormde Gemeente Barneveld,Barneveld,Analoog
153.11875,148.51875,"C 118,8",Pompekliniek,Nijmegen,Analoog
153.1375,153.1375,,Kerkradio Protestantse Gemeente Neede,Neede,Analoog
153.1375,153.1375,,Kerkradio Christelijke Gereformeerde Kerk Nunspeet,Nunspeet,Analoog
153.15625,148.55625,"131,8",Zorginstelling,Arnhem,
153.15625,148.55625,"118,8",Stichting Pro Persona,Nijmegen,
153.1625,153.1625,,Kerkradio Oud Gereformeerde Gemeente Ede,Ede,Analoog
153.2125,153.2125,,Kerkradio Nederlandse Hervormde Gemeente Herwijnen,Herwijnen,Analoog
153.2125,153.2125,,Kerkradio Hervormde Gemeente Ingen,Ingen,Analoog
153.2125,153.2125,,Kerkradio Geloofsgemeenschap H. Bonifatius/H. Ludgerus,Lichtenvoorde,Analoog
153.2125,153.2125,,Kerkradio Hersteld Hervormde Gemeente Doornspijk,Doornspijk,Analoog
153.2375,153.2375,,Kerkradio Gereformeerde Gemeente Scherpenzeel,Scherpenzeel,Analoog
153.2375,153.2375,,Kerkradio Hervormde Gemeente Bruchem,Bruchem,Analoog
153.2375,153.2375,,Kerkradio Hervormde Gemeente Uddel,Uddel,Analoog
153.2375,153.2375,,Kerkradio Sint Agathakerk,Harreveld,Analoog
153.2625,153.2625,,Kerkradio Hersteld Hervormde Gemeente Elspeet,Elspeet ,Analoog
153.2625,153.2625,,Kerkradio Hervormde Gemeente Zwartebroek,Zwartebroek,Analoog
153.2875,153.2875,,Kerkradio Hervormde Gemeente Beekbergen,Beekbergen,Analoog
153.2875,153.2875,,Kerkradio Gereformeerde Gemeente Ermelo,Ermelo,Analoog
153.3125,153.3125,,Kerkradio Hervormde Gemeente Oldebroek,Oldebroek,Analoog
153.3125,153.3125,,Kerkradio Hervormde Gemeente Barneveld,Barneveld,Analoog
153.3125,153.3125,,Kerkradio Protestantse Gemeente Te Wichmond,Wichmond,Analoog
153.3125,153.3125,,Kerkradio Herstelde Hervormde Gemeente Gameren,Gameren,Analoog
153.3375,153.3375,,Kerkradio Gereformeerde Gemeente Brakel,Brakel,Analoog
153.3875,153.3875,,Kerkradio Parochie St. Paulus,Neede,Analoog
153.3875,153.3875,,Kerkradio Hervormde Gemeente Barneveld,Barneveld,Analoog
153.4125,153.4125,,Kerkradio Gereformeerde Gemeente Elspeet,Elspeet,Analoog
153.4125,153.4125,,Kerkradio Gereformeerde Gemeente Tricht Geldermalsen,Geldermalsen,Analoog
153.4125,153.4125,,Kerkradio Parochie H. Calixtus en MMG,Groenlo,Analoog
153.4375,153.4375,,Kerkradio Gereformeerde Gemeente Poederoijen,Poederoijen,Analoog
153.4375,153.4375,,Kerkradio R.K. Parochie O.L.V. Tenhemelopneming,Beltrum,Analoog
153.4375,153.4375,,Kerkradio Protestantse Gemeente te Dinxperlo,Dinxperlo,Analoog
153.4375,153.4375,,Kerkradio Hervormde Gemeente Sionskerk Epe,Epe,Analoog
153.4625,153.4625,,Kerkradio Gereformeerde Kerk Nijkerk,Nijkerk,Analoog
153.7875,,,Brandweer portofoon kanaal 10,Gelderland,
153.8375,,,Brandweer portofoon kanaal 9,Gelderland,
153.8375,153.8375,,Brandweer Veiligheidsregio Gelderland-Zuid kazerne Wijchen objectportofoon TS 3331,Wijchen,
154.0125,154.0125,"229,1",Brandweer Veiligheidsregio Gelderland-Zuid kazerne Overasselt objectportofoon TS 3231,Overasselt,
154.1125,149.5125,,Van Amerongen Facilitair (Verkeersregelaars),Arnhem,DMR
154.8625,150.2625,"107,2",Gerechtsgebouw,Zutphen,
155.5125,155.5125,,Swartjes Transport en Afvalcontainers,Nijmegen,
155.5625,,,Slingeland ziekenhuis,Doetinchem,
155.6125,,,Vd Velden Riooltechniek,Nijmegen,
155.6125,,,Woningstichting AriÇns,Wijchen,
155.6625,,,Gresbo groenvoorziening,Nunspeet,
155.8125,,,Stadspost,Arnhem,
156.425,156.425,,Marifoon kanaal 68 Verkeerspost Tiel Sector Sint Andries,Tiel,
156.475,156.475,,"Marifoonkanaal 69, Verkeerspost Tiel (Sector Tiel)",Tiel,Analoog
156.6,156.6,,Marifoon kanaal 12 Ankersluis en brug,Nijkerk,
156.6,156.6,,Marifoon kanaal 12 Kanaalhavens,Nijmegen,
158.37,,,Klein Poelhuis installatiebedrijf,Winterswijk,
158.45,,,Rijschool,Apeldoorn,
158.57,158.57,,Bochove,Harderwijk,
158.57,,,Daneel,Nijmegen,
158.59,,,Van Lovink,Nijkerk,
158.69,,,Rewa,Wageningen,
158.71,158.71,,Gomes,Barneveld,
158.71,,,Taxicentrale van den Broek,Ermelo,
158.75,,,Acht-Een,Arnhem,
158.75,,,Artz en Co,Arnhem,
158.75,,,Ritax,Arnhem,
158.81,,,Briene,Tiel,
158.87,,,De Weijer,Tiel,
158.87,,,Walhof,Winterswijk,
158.89,,,Van den Broek,Barneveld,
158.91,,,Touringcarbedrijf Beek,Nijkerk,
158.91,,,Briene,Tiel,
158.93,,,Wisselink,Aalten,
158.97,,,Bouwmeester,Hattem,
158.99,,,Beks,Erp,
159.05,,,Citax,Tiel,
159.07,159.07,"136,5",Van Holten (wordt alleen door de wagens gebruikt),Arnhem,
159.45,,,Huberts Wegenbouwbedrijf,Nijmegen,
159.49,,,Ordelman loodgietersbedrijf,Arnhem,
159.49,,,Verkeersschool Brouwer,Arnhem,
159.57,,,Luisman Gokkasten,Nijmegen,
159.59,,,Nationaal Sportcentrum Papendal,Arnhem,
159.61,,,Openbare werken Epe,Epe,
159.63,,,Openbare werken Barneveld,Barneveld,
159.73,,,Gelko Oliehandel,Arnhem,
159.73,,,Verkeersschool Spruitenberg,Arnhem,
159.73,,,Loonbedrijf Kriessels,Duiven,
159.75,,,Ritax Arnhem,Arnhem,
159.81,,,Siem Gitsels,Arnhem,
160.17,,,Gelredome concerten/evenementen,Arnhem,
160.21,,,Gelredome concerten/evenementen,Arnhem,
160.8,156.2,,Marifoon kanaal 04 Verkeerspost Nijmegen VTS sector Nijmegen,Nijmegen,
160.825,156.225,,Marifoon kanaal 64 Verkeerspost Tiel  Nautisch informatiekanaal Waal,Tiel,Analoog
160.825,156.225,,Marifoon kanaal 64 Verkeerspost Nijmegen Naurisch informatiekanaal Waal,Nijmegen,
161.5,156.9,,Marifoon kanaal 18 Prins Bernardsluis ,Tiel,Analoog
161.5,156.9,,Marifoon kanaal 18 Wijnbergsebrug,Doetinchem,
161.5,156.9,,Marifoon kanaal 18 Nijkerkersluis,Nijkerk,
161.5,156.9,,Marifoon kanaal 18 Sluis Weurt,Nijmegen,
161.6,157,,Marifoon kanaal 20 Sluis Sint Andries,Sint Andries,Analoog
161.6,157,,Marifoon kanaal 20 sluis en brug,Doesburg,
161.6,157,,Marifoon kanaal 20 stuw en sluis,Driel,
161.6,157,,Marifoon kanaal 20 hefbrug IJssel,Zutphen,
161.7,157.1,,Marifoon kanaal 22 sluis,Heumen,
162.69,,,NUON,Arnhem,
162.81,,,NUON,Duiven,
162.83,,,NUON,Arnhem,
162.93,,,NUON,Duiven,
162.99,,,Dijkhuizen garagebedrijf,Tiel,
163.03,,,Sondag veevoederbedrijf,Erp,
163.09,,,Werven containervervoer,Oldebroek,
163.35,,,Openbare werken Eist,Elst,
163.41,,,Openbare werken Buren,Buren,
163.47,,,Gemeentewerken West Maas en Waal,West Maas en Waal,
163.57,163.57,,Gemeente Reiniging,Zutphen,Analoog
163.69,,,AVR Avira,Duiven,
163.85,159.25,"PL 241,8",AKZO Nobel,Arnhem,
163.85,,,Gemeentewerken Nijmegen,Nijmegen,
164.11,164.11,,Onbekend taxibedrijf,Nijmegen,
164.15,,,Vereniging Volkshuisvesting,Doetinchem,
164.15,,,Klein,Tiel,
164.21,,,onbekend,Nijmegen,
164.23,,,Filippo bouwmaterialen,Ermelo,
164.27,,,Ansink grondwerken,Aalten,
164.41,,,ANBD Nachtveiligheid en bewakingsdienst,Arnhem,
164.41,,,Wensink Rioolreiniging,Arnhem,
164.99,164.99,,Culemborgse Reddingsbrigade,Culemborg,
164.99,,,"KNBRD kanaal 1/wit brigade Nijmegen brigade nummer 67-00,,49",Nijmegen,
164.99,164.99,,Reddingsbrigade Apeldoorn,Apeldoorn,
164.99,164.99,,Arnhemsche Reddingsbrigade,Arnhem,
164.99,164.99,,ZwemSportVereniging de Spreng afd reddingsbrigade,Brummen,
165.17,,,"KNBRD kanaal 3/geel brigade Tiel brigade nummer 87-00,,49",Tiel,
165.91,,,Loonbedrijf,Lochem,
165.95,,,Nova,Nijmegen,
165.99,,,Woningstichting,Culemborg,
166.33,,,Jan Bakker fourage- en mesthandel,Oldebroek,
166.43,,,Loonbedrijf van Huet,Duiven,
167.97,167.97,"136,5",Onbekend taxibedrijf,Nijmegen,
168.41,,,Gelredome EHBO,Arnhem,
169.05,,,Dienst onderhoud speeltuinen Nijmegen,Nijmegen,
169.39,,"97,4",Openbare Werken,Duiven,
169.39,,,onbekend,Nijmegen,
169.93,169.93,"103,5",Escapeboot Waalkade,Nijmegen,
169.93,,"85,4",AVR Avira TD,Duiven,
169.99,165.39,"241,8",Gelredome toegangscontrole,Arnhem,
170.05,,,Omnisport,Apeldoorn,
170.17,,,Camping De Witte Wieven,Nunspeet,
170.33,,,Alwi Electrotechniek,Arnhem,
170.33,,,Rozendaelse Golfclub,Arnhem,
170.33,,,Verpleeghuis Wendhorst,Heerde,
170.33,,,Camping De Witte Wieven,Nunspeet,
170.33,,,Bejaardencentrum Westlede,Tiel,
170.33,,,Maasglas glasfabriek,Tiel,
170.33,,,Camping De Wielerbaan,Wageningen,
170.33,,,Gerechtsgebouw BHV/Beveiliging,Zutphen,
170.33,,"82,5",Bouwplaats,Nijmegen,
170.33,,"167,9",Barneveldse Kraanverhuur BKV,Barneveld,
170.35,170.35,C 151.4,Rijschool Huis in t Veld,Twello,Analoog
170.37,170.37,,Camping de Lucht (BHV),Renswoude,Analoog
170.37,,,Dool Electrotechniek,Arnhem,
170.37,,,Stichting Johanna Zh,Arnhem,
170.37,170.37,,Zweefvliegveld Terlet,Arnhem,
170.37,,,Zwembad / Sportcentrum De Grote Koppel,Arnhem,
170.37,,,Verpleeghuis Wendhorst,Heerde,
170.37,,,Maasglas glasfabriek,Tiel,
170.43,,,AVR Avira,Duiven,
170.43,,,"Psych,Ziekenh Oranje Nasssau Oord",Renkum,
170.47,,,Stichting Johanna Zh,Arnhem,
170.47,,,Camping Klein Vaarwater,Buren,
170.53,,,Kanocentrum Vadesto,Hattem,
170.57,170.57,,Zweefvliegveld Terlet,Arnhem,
170.57,,,Huisman,Druten,
170.57,,,Pallethandel De With,Ermelo,
170.57,170.57,,Partycentrum De Parel,Harderwijk,
170.57,,,Verpleeghuis Wendhorst,Heerde,
170.57,,,Maasglas glasfabriek,Tiel,
170.57,,,Camping De Wielerbaan,Wageningen,
172.48125,167.88125,,Rode Kruis kanaal RV1,Nijmegen,DMR
172.55625,167.95625,,"Rode Kruis kanaal RV2, Regio Noord- en Oost-Gelderland",Apeldoorn,DMR
172.64375,168.04375,,"Rode Kruis kanaal RV6, Regio Noord- en Oost-Gelderland",Apeldoorn,DMR
172.73125,168.13125,,"Rode Kruis kanaal RV9, Regio Noord- en Oost-Gelderland",Apeldoorn,DMR
172.77,,,BSB bewaking,Nijmegen,
172.78125,168.18125,,"Rode Kruis, RV10",Ede,DMR
173.03,,"79,7",Gelredome politie (Alpha Mike en Romeo),Arnhem,
173.05,168.45,"151,4",Gelredome catering en muntverkoop,Arnhem,
173.07,,"151,4",Gelredome bewaking veld en podium,Arnhem,
173.51,173.51,DMR,CTN Container Terminal Nijmegen (Winselingseweg),Nijmegen,
206.9,,,Orpheus theater Rabobankzaal HFT transmitter,Apeldoorn,
209.6,,,Reportageverbinding RTV Gelderland,Gelderland,
215.35,,,Reportageverbinding RTV Gelderland,Gelderland,
253.125,253.125,,"CRC Nieuw Milligen Bandbox""""",Landelijk,Analoog
253.425,253.425,,"CRC Nieuw Milligen Bandbox""""",Landelijk,Analoog
312.4,312.4,,Tower ,Vliegbasis Deelen,Analoog
402.225,402.225,,Verkeersregelaars Heideweek,Ede,Analoog
417.4125,,,Brandweer objectportofoon Regio Gelderland Midden korps Duiven,Duiven,
417.4125,,,Brandweer objectportofoon kanaal 1 Ede (TS 201),Gelderland Midden,
417.425,,,Brandweer objectportofoon kanaal 2 Bennekom (TS 203)/Ede (TS 202)/Rheden,Gelderland Midden,
417.4375,,,Brandweer objectportofoon kanaal 3 Bennekom (TS 203),Gelderland Midden,
417.475,417.475,,Brandweer objectportofoon kanaal 6 korps Barneveld/Harskamp (TS 206),Gelderland Midden,
417.4875,,,Brandweer objectportofoon kanaal 7 De Valk (TS 207),Gelderland Midden,
417.4875,417.4875,,Brandweer objectportofoon kanaal 7,Elst,
419.875,,"100,0",Combofoon Kort verkeer (Syntus),Gelderland,
427.4125,,,Brandweer objectportofoon kanaal 9 korps Voorthuizen/Stadspoort (TS 209),Gelderland Midden,
427.425,,,Brandweer objectportofoon kanaal 10 Stadspoort (TS 209),Gelderland Midden,
427.4375,,,Brandweer objectportofoon kanaal 11 Reserve TAS (TS 200),Gelderland Midden,
427.45,,,Brandweer objectportofoon kanaal 12,Gelderland Midden,
427.4625,427.4625,,Brandweer Veiligheidsregio Gelderland Zuid objectportofoon<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS: 1 <BR>TG(s): 1,Beuningen,
427.4625,,,Brandweer objectportofoon kanaal 13,Gelderland Midden,
427.475,,,Brandweer objectportofoon kanaal 14,Gelderland Midden,
427.4875,,,Brandweer objectportofoon kanaal 15,Gelderland Midden,
427.5,,,Brandweer objectportofoon kanaal 16 Heteren,Gelderland Midden,
427.5875,417.5875,,Gelredome,Arnhem,TETRA
428.53125,418.53125,,Gelredome ,Arnhem,TETRA
429.53125,419.53125,,Opslag Rijksmuseum,Amersfoort,TETRA
430.05,431.65,"C 77,0",PI2ANH zendamateur relais,Arnhem,Analoog
430.15,431.75,,PI2APD zendamateur relais,Apeldoorn,
430.2125,431.8125,,PI2TWR zendamateur relais,Barneveld,
430.3125,431.9125,"77,0",PI2NMG zendamateur relais,Nijmegen,
430.6,430.6,,PI1MSW zendamateur simplex node DSTAR,Winterswijk,
432.407,432.407,,PI7YSS zendamateur bakenzender,Zutphen,
434.4125,433.2125,"91,5",Praxis Megastore (headsets) (SRD),Apeldoorn,
437.425,437.425,,Verkeersregelaars Heideweek,Ede,Analoog
438.05,430.45,,PI1NYM zendamateur relais DMR<BR>Type: DMR/Hytera <BR>CC: 2 <BR>TS:  <BR>TG(s):,Nijmegen,
438.1,430.5,,PI2RKW,Renswoude,Analoog
438.45,438.45,,PI1PTN Tetra DMO Repeater 1A,Putten,TETRA
439.125,431.525,"79,7",ON0AST zendamateur relais,Erpe,
439.137,431.537,,PD2RLD zendamateur relais,Tiel,
439.1375,431.5375,,PD2RLD zendamateur relais,Tiel,
445.5625,445.5625,C 96.5,Path√© Bioscoop,Arnhem,Analoog
