"rx","tx","ctcss/dsc","omschrijving","plaats","groep"
"153.4875","153.4875","","Kerkradio Gereformeerde Gemeente Leerdam","Leerdam","Analoog"
"153.487500","","","Kerkradio Gereformeerde Kerk Bunschoten","Bunschoten",""
"154.912500","","","Gemeentewerken Woerden","Woerden",""
"155.412500","","","Verkeersschool Van Lankveld","Uden",""
"155.712500","","","Utrechts Nieuwsblad","Utrecht",""
"155.862500","155.86250","","Koeriersdienst A-One","Nieuwegein",""
"155.912500","","","Heijmans  Wegenbouw","Woerden",""
"158.350000","","","Bewakingsdienst Lands","Utrecht",""
"158.350000","","","Woningstichting","Ede",""
"158.390000","","","CSU Efficiency","Uden",""
"158.550000","","","Noot rolstoeltaxi","Ede",""
"158.590000","","","Dekkers","Bunschoten",""
"158.730000","","","Intertax","Uden",""
"158.790000","","","Touringcarbedrijf Bolderman  Reizen","Veenendaal",""
"158.830000","158.83000","","Taxi 033","Amersfoort",""
"158.850000","","","Van der Pol","Woerden",""
"158.850000","","","Taxi Kranenburg","Ede",""
"158.910000","","","Hop","Baarn",""
"158.950000","","","Bouwmans","Uden",""
"158.990000","","","Bouwmans","Uden",""
"159.730000","","","De Klein containervervoer","De Bilt",""
"159.770000","","","Verkeersschool Accuraat","Utrecht",""
"159.910000","","","Van Beek","Bunschoten",""
"160.470000","","","CSU Efficiency","Uden",""
"160.530000","","","Baggermij  Broekhoven","Zeist",""
"160.570000","","","CSU Efficiency","Uden",""
"160.62500","156.02500","","Marifoonkanaal 60, Verkeerspost Wijk bij Duurstede (Sector Wijk bij Duurstede)","Wijk bij Duurstede","Analoog"
"160.67500","156.07500","","Marifoonkanaal 61, Verkeerspost Wijk bij Duurstede (Sector Maarssen)","Maarssen","Analoog"
"161.5000","156.9000","","Marifoon kanaal 18 Stuw- en sluizencomplex Hagestein","Hagestein","Analoog"
"161.52500","156.92500","","Marifoonkanaal 78, Koninginnesluis en Noordersluis","Nieuwegein","Analoog"
"161.60000","157.00000","","Marifoonkanaal 20, Brug Nigtevecht","Nigtevecht","Analoog"
"161.600000","157.00000","","Marifoon kanaal 20 Prinses Beatrixsluis","Nieuwegein",""
"161.700000","157.10000","","Marifoon kanaal 22 brug Malesluis  en Koppelbrug","Amersfoort",""
"161.700000","157.10000","","Marifoon kanaal 22 Hoenkoopsebrug","Oudewater",""
"162.950000","","","Grieles geluidsinstallaties","Utrecht",""
"162.950000","","","Woningbouwvereniging","Utrecht",""
"163.010000","","","Post loonbedrijf","Eemnes",""
"163.330000","","","NUON Power Generation","Utrecht",""
"163.570000","","","Gemeentewerken Veenendaal","Veenendaal",""
"163.590000","","","NUON Power Generaiion","Utrecht",""
"163.710000","163.71000","94,8","Ouderenvervoer De Leuning","Baarn",""
"163.910000","159.31000","74,4","Energiecentrale? [niet zeker]","Utrecht",""
"164.070000","","","Nooijen containers","Uden",""
"164.070000","","","Van Vliet Containers","Utrecht",""
"164.130000","","","Boers aannemersbedrijf","Veenendaal",""
"164.150000","","","Aannemersbedrijf Theunissen","IJsselstein",""
"164.250000","","","Jansen aannemingsbedrijf","Amersfoort",""
"164.330000","","","Exters Grondwerk","Uden",""
"164.370000","","","Veenendaal rijwielhandel","Ede",""
"164.590000","164.59000","","Reddings Brigade Uden","Uden",""
"164.89000","164.89000","","Ravesteijn Infra & Telecom","Lopik","Analoog"
"164.890000","","","NUON Power Generation","Utrecht",""
"164.990000","","","KNBRD kanaal 1/wit brigade Utrecht brigade nummer 48-00,,49","Utrecht",""
"165.010000","165.01000","","Amersfoortse Reddingsbrigade","Amersfoort",""
"165.010000","165.01000","","Reddings Brigade Ede","Ede",""
"165.070000","","","CSU Efficiency","Uden",""
"165.17000","165.17000","","RedNed kanaal 3, Reddingsbrigade IJsselstein","IJsselstein","Analoog"
"165.170000","165.17000","","Reddingsbrigade Bunschoten-Spakenburg","Bunschoten",""
"165.970000","","","Bas de Jong","Oudewater",""
"165.970000","","","Kruyk","Utrecht",""
"166.190000","","","Stichting Welzijn Ouderen Soest","Soest",""
"166.350000","","","NUON Power Generation","Utrecht",""
"168.670000","","162,2","Taxi Amalia","Utrecht",""
"168.770000","168.77000","82,5","Taxibedrijf  (onbekend)","Utrecht",""
"169.090000","","","Woningstichting Prinses Juliana","Utrecht",""
"169.150000","","","Gemeentewerken Baarn","Baarn",""
"169.230000","","","Smink Afvalverwerking","Amersfoort",""
"169.930000","","","CSU Efficiency","Uden",""
"169.950000","","","CSU Efficiency","Uden",""
"169.970000","","","CSU Efficiency","Uden",""
"169.990000","","","CSU Efficiency","Uden",""
"170.33000","170.33000","C 69.3","Van der Tol Kraanverhuur","Utrecht","Analoog"
"170.330000","","","KNMI Koninklijk  nederlands  meteologisch instituut","De Bilt",""
"170.330000","","","Overv echt/Ou denrijn Zh","Utrecht",""
"170.330000","","","Verzorgingsflat Tuindorp-Oost","Utrecht",""
"170.330000","","","Wilhelmna  Kinderziekenhuis","Utrecht",""
"170.330000","","","Gemeentewerken Veenendaal","Veenendaal",""
"170.330000","","","Duyn en Zn houthandel","Woerden",""
"170.330000","","","Jeugd-Psych,Centrum De Ederhorst","Ede",""
"170.330000","","","Ricas","Ede",""
"170.37000","170.37000","C 69.3","Van der Tol Kraanverhuur","Utrecht","Analoog"
"170.370000","","","Timmers","Uden",""
"170.370000","","","Verzorgingstehuis Schoonoord","Baarn",""
"170.370000","","","Overvecht/Oudenrijn Zh","Utrecht",""
"170.370000","","","Wilhelmna  Kinderziekenhuis","Utrecht",""
"170.370000","","","Gemeentewerken Veenendaal","Veenendaal",""
"170.370000","","","Duyn en Zn houthandel","Woerden",""
"170.370000","","","Ricas bv","Ede",""
"170.450000","","","AZU Academisch  Zh","Utrecht",""
"170.530000","","","Diaconessenhuis","Utrecht",""
"170.530000","","","De Hartenberg","Ede",""
"170.57000","170.57000","C 85.4","Van der Tol Kraanverhuur","Utrecht","Analoog"
"170.570000","","","Verzorgingstehuis Schoonoord","Baarn",""
"170.570000","","","O vervecht/Oudenrijn Zh","Utrecht",""
"170.570000","","","Wilhelmna  Kinderziekenhuis","Utrecht",""
"170.570000","","","Gemeentewerken Veenendaal","Veenendaal",""
"170.570000","","","Duyn en Zn houthandel","Woerden",""
"170.570000","","","Ricas bv","Ede",""
"170.590000","  .","","NUON Power Generation","Utrecht",""
"170.650000","","","Rijksmunt","Utrecht",""
"172.110000","167.51000","","Stadswacht","Nieuwegein",""
"172.55625","167.95625","","Rode Kruis kanaal RV2, Regio Utrecht","Utrecht","DMR encrypted"
"172.64375","168.04375","","Rode Kruis kanaal RV6, Regio Utrecht","Utrecht","DMR encrypted"
"172.73125","168.13125","","Rode Kruis kanaal RV9, Regio Utrecht","Utrecht","DMR encrypted"
"187.350000","187.35000","","Reportageverbinding RTV Utrecht","Utrecht",""
"209.600000","","","Reportageverbinding RTV Utrecht","Prov Utrecht",""
"209.600000","209.60000","","Lokale omroep Amersfoort: Reportageset (verslaggever naar studio)","Amersfoort",""
"215.350000","","","Reportageverbinding RTV Utrecht","Prov Utrecht",""
"27.265000","","","Container  Terminal Utrecht (kraan reachstackers kantoor en de aan en afleverende  buitenwagens)","Utrecht",""
"28.302000","28.30200","","PI7ETE zendamateur bakenzender","Amersfoort",""
"403.900000","403.900000","","Weersonde KNMI (RS41SGP)","De Bilt","Analoog"
"417.51250","417.51250","","Retour- en intercomverbindingen RTV Utrecht","Regionaal","Analoog"
"419.875000","419.87500","206,5","Winkelcentrum Kanaleneiland - beveiliging","Utrecht",""
"421.831250","421.831250","","AZC Utrecht Tetra DMO repeater","Utrecht","TETRA"
"429.887500","429.88750","136,5","Servicemedewerkers NS station Amersfoort","Amersfoort",""
"430.075000","431.67500","","PI2ZST zendamateur relais","Zeist",""
"430.12500","431.72500","C 77.0","70 Centimeter Radiozendamateur Repeaterstation PI2NOS","IJsselstein","Analoog"
"430.975000","439.97500","","PI1XDV zendamateur simplex node DSTAR","Amersfoort",""
"431.85000","430.25000","C 77.0","PI2AMF zendamateur relais","Amersfoort","Analoog"
"434.412500","433.21250","97,4","Praxis Megastore","Amersfoort",""
"434.412500","433.21250","77,0","Praxis doe-het-zelf  center","Utrecht",""
"434.775000","434.77500","100,0","Theo Pouw Bouwmaterialen Industrieterrein Lage Weide","Utrecht",""
"438.075000","430.47500","","PI1UTR zendamateur relais DSTAR","IJsselstein",""
"438.175000","430.57500","","PI1AMF zendamateur relais DMR<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS: 1 en 2 <BR>TG(s):","Amersfoort",""
"438.350000","430.75000","","PI1UTR zendamateur relais DMR<BR>Type: DMR/Hytera <BR>CC: 1 <BR>TS: 1 en 2 <BR>TG(s):","Utrecht stad",""
"438.425000","430.82500","","PI1UTR zendamateur relais Fusion<BR>Type: Onbekend <BR>CC:  <BR>TS:  <BR>TG(s):","IJsselstein",""
"445.56250","445.56250","","Jumbo HUB (Sophialaan-Lageweide)","Utrecht","DMR"
"445.56250","445.56250","","Kuehne en Nagel (Atoomweg)","Utrecht","DMR"
"445.56250","445.56250","","Leen Bakker (Winkelpersoneel)","Veenendaal","DMR"
"445.56250","445.56250","","ROVA Milieubrengstation","Amersfoort","DMR"
"446.00000","446.00000","","Enviem Oil","Nigtevecht ","NXDN"
"446.00000","446.00000","","ROVA Milieubrengstation","Amersfoort","DMR"
"446.00625","446.00625","","Amsterdamsche Club voor Zweefvliegen","Soest","Analoog"
"446.00625","446.00625","DCS073","Blokker (Winkelpersoneel)","Houten","Analoog"
"446.00625","446.00625","DCS074","GGD Utrecht, vaccinatie locatie Veenendaal ","Veenendaal","Analoog"
"446.006250","","127,3","VVV Ede portofoon kanaal 09","Ede",""
"446.006250","","71,9","VVV Ede portofoon kanaal 01","Ede",""
"446.006250","","94,8","Agentschap  Telecom (Beveiliging/Receptie kantoor Croeselaan)","Utrecht",""
"446.006250","446.00625","","Ikea (Swedish Food Market)","Amersfoort",""
"446.006250","446.00625","","MediaMarkt Hoog Catharijne (Winkelpersoneel)","Utrecht",""
"446.006250","","","MediaMarkt (Security Support)","Ede",""
"446.006250","446.00625","67,0","Gamma bouwmarkt Overvecht (winkelpersoneel)","Utrecht",""
"446.01875","446.01875","DCS125","GGD Utrecht, vaccinatie locatie Veenendaal ","Veenendaal ","Analoog"
"446.01875","446.01875","","Jumbo Schrijverspark (Winkelpersoneel)","Veenendaal ","Analoog"
"446.01875","446.01875","","Jumbo Supermarkt van Oldenbarneveldlaan (Winkelpersoneel)","Zeist","Analoog"
"446.01875","446.01875","67.0","Albert Heijn Plein (Winkelpersoneel)","Houten","Analoog"
"446.018750","","131,8","VVV Ede portofoon kanaal 10","Ede",""
"446.018750","","74,4","VVV Ede portofoon kanaal 02","Ede",""
"446.018750","","","Bioscoop Grand Th�atre","Amersfoort",""
"446.03125","446.03125","C 131.8","GGD Utrecht vaccinatielocatie EXPO Houten (Verkeersregelaars)","Houten","Analoog"
"446.03125","446.03125","C 114.8","GGD Utrecht vaccinatielocatie EXPO Houten (Beveiliging)","Houten","Analoog"
"446.031250","446.03125","","CenA Hoog Catharijne (Winkelpersoneel)","Utrecht",""
"446.031250","","136,5","VVV Ede portofoon kanaal 11","Ede",""
"446.031250","446.03125","","Praxis doe-het-zelf center","Ede",""
"446.031250","446.03125","67,0","Jumbo Supermarkt Franciscusdreef (Winkelpersoneel)","Utrecht",""
"446.031250","446.03125","67,0","MediaMarkt Hoog Catharijne (Winkelpersoneel)","Utrecht",""
"446.031250","446.03125","","Bruinsma Verkeersopleidingen (Motorrijles)","Utrecht",""
"446.031250","446.03125","100,0","Van Haren (Winkelpersoneel)","Amersfoort",""
"446.031250","","77,0","VVV Ede portofoon kanaal 03","Ede",""
"446.04375","446.04375","DCS132","GGD Utrecht, vaccinatie locatie Veenendaal ","Veenendaal","Analoog"
"446.043750","","79,7","VVV Ede portofoon kanaal 04","Ede",""
"446.043750","446.04375","118,8","Zwembad Merwestein","Nieuwegein",""
"446.043750","446.04375","118,8","HenM (Winkelpersoneel)","Amersfoort",""
"446.05625","446.05625","C 67.0","Theater Aan de Slinger","Houten","Analoog"
"446.056250","446.05625","","Action Scheepjeshof (Winkelpersoneel)","Veenendaal",""
"446.056250","","82,5","VVV Ede portofoon kanaal 05","Ede",""
"446.06875","446.06875","","Gamma Bouwmarkt (Winkelpersoneel)","Veenendaal","Analoog"
"446.068750","","156,7","VVV Ede portofoon kanaal 16","Ede",""
"446.068750","446.06875","67,0","Plus Supermarkt Smaragdplein (Winkelpersoneel)","Utrecht",""
"446.068750","","85,4","VVV Ede portofoon kanaal 06","Ede",""
"446.08125","446.08125","","Vue Bioscoop","Amersfoort","Analoog"
"446.08125","446.08125","210.7","Jumbo Spoorhaag (Winkelpersoneel)","Houten","Analoog"
"446.08125","446.08125","C 127.3","Jumbo Supermarkt Odijkseweg (Winkelpersoneel)","Houten","Analoog"
"446.081250","","88,5","VVV Ede portofoon kanaal 07","Ede",""
"446.081250","","156,7","VVV Ede portofoon kanaal 15","Ede",""
"446.081250","446.08125","","Kruidvat distributiecentrum","Ede",""
"446.09375","446.09375","88.5","Hema (Winkelpersoneel)","Houten","Analoog"
"446.09375","446.09375","C 110.9","GGD Utrecht vaccinatie locatie EXPO Houten","Houten","Analoog"
"446.093750","446.09375","","Bershka Mode Hoog Catharijne (Winkelpersoneel)","Utrecht",""
"446.093750","","91,5","VVV Ede portofoon kanaal 08","Ede",""
"446.20000","446.20000","","Kwantum (Winkelpersoneel)","Utrecht","DMR"
"446.20000","446.20000","","ROVA Milieubrengstation","Amersfoort","DMR"
"448.35000","440.35000","","Defensiecomplex Kamp Soesterberg","Soesterberg","DMR encrypted"
"449.71250","440.71250","","Defensiecomplex Camp New Amsterdam","Huis ter Heide","DMR"
"450.262500","","162,2","Brandweer  porto analoog post De Meern","Utrecht",""
"450.387500","","218,1","Brandweer  porto analoog post Zuilen","Utrecht",""
"450.625000","","151,4","Brandweer  porto analoog post Vleuten Haarzuilen","Utrecht",""
"451.175000","","114,8","Brandweer  porto analoog post Schepenbuurt","Utrecht",""
"455.75000","455.75000","","Stewards FC Utrecht bij uitwedstrijden","Utrecht","DMR"
"455.8100","455.8100","192.8","McDonalds Utrecht Lange Vie","Utrecht","Analoog"
"455.81000","455.81000","","Pathé Bioscoop","Amersfoort","Analoog"
"455.81000","455.81000","C 127.3","Pathe Bioscoop Rembrandt Utrecht","Utrecht","Analoog"
"455.810000","","","AZU Academisch  Zh","Utrecht",""
"455.810000","","","Holland Casino","Utrecht",""
"455.87000","455.87000","","Stadion De Galgenwaard (Catering)","Utrecht","DMR"
"455.89000","455.89000","","Pathé Bioscoop","Amersfoort","Analoog"
"455.890000","","","AZU Academisch  Zh","Utrecht",""
"455.890000","","","Bijenkorf distributiecentrum","Woerden",""
"455.890000","","123,0","PI Nieuwegein","Nieuwegein",""
"455.890000","","","Hofpoort Zh","Woerden",""
"455.890000","","","Zorgcentrum de Heygraeff","Woudenberg",""
"455.890000","","DCS205","Traffic and More verkeersregelaars","Utrecht",""
"455.890000","455.89000","114,8","MediaMarkt Hoog Catharijne (Beveiliging)","Utrecht",""
"455.910000","455.91000","C 123,0","Heineken / Vrumona (Bedrijfsbeveiliging)","Bunnik","Analoog"
"455.910000","","","DPD","Veenendaal",""
"455.93000","455.93000","","Pathé Bioscoop","Amersfoort","Analoog"
"455.930000","","162,2","Michielsens  bouwkraan","Utrecht",""
"455.930000","","67,0","HEMA Distributiecentrum","Utrecht",""
"455.930000","","","Hewlett-Packard","Amersfoort",""
"455.930000","","","AZU Academisch  Zh","Utrecht",""
"455.930000","","","Hofpoort Zh","Woerden",""
"455.930000","455.93000","85,4 Hz","Domtoren rondleidingen/beklimmingen","Utrecht",""
"456.010000","","","Ikea","Amersfoort",""
"456.010000","","","Sint Anthonius  Zh","Nieuwegein",""
"456.010000","","","NUON Power Generation","Utrecht",""
"456.010000","","100,0","Toezicht/parkeerbeheer/EHBO Henschotermeer","Woudenberg",""
"456.170000","","","KNMI Koninklijk  nederlands  meteologisch instituut","De Bilt",""
"456.170000","","","Ricas bv","Ede",""
"456.250000","","","Golf Course","Houten",""
"456.290000","456.29000","225,7","BHV Politie kroonstraat","Utrecht",""
"456.430000","","","Ricas bv","Ede",""
"458.15625","458.15625","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 1 (TS 6831)","Leerdam","Analoog"
"458.15625","458.15625","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 1 (TS 0331)","Baarn","Analoog"
"458.15625","458.15625","C 127.3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 1 (TS 6631)","Zeist","Analoog"
"458.156250","458.15625","","Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 2731 Ede ","Ede",""
"458.19375","458.19375","C 67,0","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 3 (AL 3952)","Maarssen","Analoog"
"458.19375","458.19375","C 127.3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 3 (Post Nieuwegein-Zuid)	","Nieuwegein","Analoog"
"458.20625 	","458.20625 	","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 5 (TS 5531 HW 5551)","Veenendaal","Analoog"
"458.20625 	","458.20625 	","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 5 (TS 1632)","Eemnes","Analoog"
"458.20625 	","458.20625 	","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 5 (TS 4931 post Zuilen)","Utrecht","Analoog"
"458.206250","458.20625","127,3","Brandweer Veiligheidsregio Gelderland Midden objectportofoon TS 2831 Ede Stadspoort","Ede",""
"458.21875 	","458.21875 	","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 7 (TS 2531)","Linschoten","Analoog"
"458.21875 	","458.21875 	","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 7 (TS 5541)","Veenendaal","Analoog"
"458.21875 	","458.21875 	","C 67,0","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 7 (TS 1831)","Houten","Analoog"
"458.21875 	","458.21875 	","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 7 (TS 4831 post Voordorp)","Utrecht","Analoog"
"458.29375","458.29375","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 9 (TS 4431 post Leidsche Rijn)","Utrecht","Analoog"
"458.30625","458.30625","C 127.3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 11 (Post Vianen)","Vianen","Analoog"
"458.306250","458.30625","","Brandweer Veiligheidsregio Brabant-Noord objectportofoon<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS: 1 <BR>TG(s): 1","Uden",""
"458.31875","458.31875","C 127,3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 13 (TS 0431)","Bunschoten","Analoog"
"458.318750","458.31875","","Brandweer Veiligheidsregio Brabant-Noord objectportofoon<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS: 1 <BR>TG(s): 1","Uden",""
"458.470000","","","Van der Kamp betoncentrale","Amersfoort",""
"458.470000","","","Theo Pouw transportbedrijf","Utrecht",""
"458.650000","","","De Kleyn loodgietersbedrijf","Utrecht",""
"458.650000","","","Gulik Schilders","Utrecht",""
"458.73125","458.73125","C 88.5","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 15 (QRT/HRT)","Interregionaal","Analoog"
"458.73125","458.73125","C 127.3","Brandweer Veiligheidsregio Utrecht, Manschappenportofoon kanaal 15 (TS 5234, NBT 5244, AL 5252)","Doorn","Analoog"
"460.10625","450.10625","","TivoliVredenburg","Utrecht","DMR"
"460.106250","450.10625","","Gemeentehuis (BHV)<BR>Type: DMR/Hytera <BR>CC: 12 <BR>TS:  <BR>TG(s):","Nieuwegein",""
"460.18125","450.18125","","Jaarbeurs","Utrecht","DMR"
"460.30000","450.30000","","Kromhout Kazerne ","Utrecht","DMR"
"460.350000","450.35000","","Kromhout Kazerne (Beveiliging)","Utrecht","DMR"
"460.350000","450.35000","","Kromhout Kazerne (BHV)","Utrecht","DMR"
"460.40000","450.40000","","Universiteit Nyenrode","Breukelen","DMR"
"460.53125","450.53125","","TivoliVredenburg","Utrecht","DMR"
"460.98750","450.98750","","Centraal Museum ","Utrecht","DMR"
"461.02500","451.02500","","TivoliVredenburg","Utrecht","DMR"
"461.06250","451.06250","","Amerpoort Locatie Baarn ","Baarn ","DMR"
"461.25000","451.25000","","Psychiatrisch Centrum Zon en Schild","Amersfoort","DMR"
"461.250000","451.25000","","Winkelcentrum Hoog Catherijne (Beveiliging)<BR>Type: DMR/DMR <BR>CC: 03-04/06 <BR>TS: 1 en 2 <BR>TG(s): 101 en 102","Utrecht",""
"461.28750","451.28750","","Jaarbeurs","Utrecht","DMR"
"461.32500","451.32500","","Winkelcentrum Hoog Catharijne ","Utrecht","DMR"
"461.40000","451.40000","","Ikea ","Utrecht","DMR"
"464.787500","454.78750","","UMC Utrecht (Beveiliging)<BR>Type: DMR/DMR <BR>CC: 1 <BR>TS:  <BR>TG(s): 9902","Utrecht",""
"464.887500","464.88750","88,5 Hz","Domtoren  rondleidingen/beklimmingen","Utrecht",""
"464.92500","454.92500","","Stadion De Galgenwaard (Regie scorebord, Stadionspeaker)","Utrecht","DMR"
"466.450000","","","Woonzorgcentrum Groenewoude ouderen alarmering","Woudenberg",""
