"rx","tx","ctcss/dsc","omschrijving","plaats","groep"
"154.962500","150.36250","91,5","Erasmus Universiteit Complex Woudestein (bewaking -en BHV-Ploegen)","Rotterdam",""
"155.38750","155.38750","C 123,0","Overslagbedrijf EP Stevedoring BV/EP Shipping & Trading","Rotterdam Botlek","Analoog"
"155.462500","","","Sluijter makelaar","Rotterdam",""
"155.462500","","","Sluijter transportbedrijf","Rotterdam",""
"155.662500","","","Van de Wetering","Rotterdam",""
"155.662500","","","Van der Spek begrafenissen","Rotterdam",""
"155.687500","","","Van de Kamp wegenbouwmaterialen","Rotterdam",""
"155.762500","","","Van Leeuwen glashandel","Rotterdam",""
"155.787500","","","Tieleman takelbedrijf","Rotterdam",""
"155.810000","","","Alcoa Chemie","Rotterdam-Botlek",""
"155.810000","","","Dow Benelux","Rotterdam-Botlek",""
"155.887500","","","Althuisius transportbedrijf","Rotterdam",""
"155.962500","","","De Jong asbestverwijdering","Rotterdam",""
"155.962500","","","Kooren havensleepdienst","Rotterdam",""
"155.962500","","","Waalhaven Botlek Terminal waarschijnlijk calamiteitenkanaal","Rotterdam Botlek",""
"156.30000","156.30000","","Marifoonkanaal 6, Wereldhavendagen","Rotterdam","Analoog"
"156.47500","156.47500","","Marifoonkanaal 69, Cruiseschip MS Rotterdam (Tenders/Reddingsloepen)","Landelijk","Analoog"
"156.50000","156.50000","","Marifoonkanaal 10, schip-schip communicatie Hartelkanaal en omgeving","Rotterdam","Analoog"
"156.550000","156.55000","","Marifoonkanaal 11 Haven Co√∂rdinatie Centrum Rotterdam (Verkeerszaken)","Rotterdam","Analoog"
"156.70000","156.70000","","Marifoonkanaal 14, Haven Co√∂rdinatie Centrum Rotterdam (Operationele zaken)","Rotterdam","Analoog"
"157.37500","157.37500","","Marifoonkanaal 87, Spido Rondvaarten (Intern kanaal SP)","Rotterdam","Analoog"
"157.42500","157.42500","","Marifoonkanaal 88, Spido Rondvaarten (Intern kanaal PK)","Rotterdam","Analoog"
"157.97500","157.97500","","Storno kanaal 6, Havensleepvaart Maasvlakte en Yangtzekanaal","Rotterdam","Analoog"
"158.350000","","","Aluchemie Bedrijfsbewaking","Rotterdam-Botlek",""
"158.390000","","","Vitesse containervervoer","Rotterdam",""
"158.470000","158.47000","C 74,4","Koninklijke Roeiers Vereniging De Eendracht KRVE (Rayon Stad/Waalhaven)","Rotterdam","Analoog"
"158.470000","","","Nestor Schoonmaakbedrijf","Rotterdam",""
"158.470000","","","Tavo-Kruysifãx tankvervoer","Rotterdam",""
"158.470000","","","Wamm transporten","Rotterdam",""
"158.510000","","","Van Woerden scheepsmaterialen","Rotterdam",""
"158.590000","158.59000","C 69,3","Koninklijke Roeiers Vereniging De Eendracht KRVE (Rayon Maasvlakte)","Rotterdam","Analoog"
"159.450000","","","Havensleepdienst Adriaan Kooren","Rotterdam",""
"159.450000","","","Pandair transporten","Rotterdam",""
"159.450000","","","Stuwadoorsbedrijf Hanno en Co","Rotterdam",""
"159.450000","","","Van Es Graanfactorie","Rotterdam",""
"159.490000","159.49000","69,3","Rubis Terminal","Rotterdam-Botlek",""
"159.490000","","","Akzo Zoutchemie","Rotterdam",""
"159.530000","","","Mercurius Verwarming","Rotterdam",""
"159.590000","","","Van Hoorn aannemingsbedrijf","Rotterdam",""
"159.630000","","","Afkic kinrichting","Rotterdam",""
"159.690000","","","Euser aannemingsbedrijf","Rotterdam",""
"159.810000","","","Deka Stuwadoorsbedrijf","Rotterdam",""
"159.830000","","","Van de Wetering","Rotterdam",""
"159.93000","159.93000","","Storno kanaal 1, Havensleepvaart van Maassluis tot Beneluxtunnel (Botlek en Pernis)","Rotterdam","Analoog"
"159.970000","","","Akzo Zoutchemie","Rotterdam",""
"160.110000","160.11000","C 85,4","Koninklijke Roeiers Vereniging De Eendracht KRVE (Rayon Botlek/Pernis)","Rotterdam","Analoog"
"160.170000","","","Rotterdamse Zeilvereniging","Rotterdam",""
"160.23000","160.23000","","Storno kanaal 3, Havensleepvaart Oost van Quarantaineplaats (Waalhaven en Stad)","Rotterdam","Analoog"
"160.33000","160.33000","","Storno kanaal 4, Havensleepvaart Ten Oosten van de EECV","Rotterdam","Analoog"
"160.370000","","","Akzo Zoutchemie","Rotterdam",""
"160.43000","160.43000","","Storno kanaal 5, Havensleepvaart Ten Westen van de EECV","Rotterdam","Analoog"
"160.51000","160.51000","","Storno kanaal 2, Havensleepvaart Eemhaven, Noordelijke havens Wilton, Wilhelminahaven","Rotterdam","Analoog"
"160.550000","160.55000","C 79,7","Koninklijke Roeiers Vereniging De Eendracht KRVE (Rayon Europoort)","Rotterdam","Analoog"
"160.570000","","","Cruise Terminal Zuid (verkeersregelaars)","Rotterdam",""
"160.625000","156.02500","","Marifoon kanaal 60 VTS Rotterdam sector Waalhaven","Rotterdam","Analoog"
"160.650000","156.05000","","Marifoon kanaal 01 VTS Rotterdam sector Maas Aanloop","Rotterdam","Analoog"
"160.675000","156.07500","","Marifoon kanaal 61 VTS Rotterdam sector Botlek","Rotterdam","Analoog"
"160.700000","156.10000","","Marifoonkanaal 2 VTS Rotterdam sector Pilot Maas ","Rotterdam","Analoog"
"160.725000","156.12500","","Marifoon kanaal 62 VTS Rotterdam sector Oude Maas","Rotterdam","Analoog"
"160.750000","156.15000","","Marifoon kanaal 03 VTS Rotterdam sector Maasmond","Rotterdam","Analoog"
"160.775000","156.17500","","Marifoonkanaal 63 VTS Rotterdam sector Eemhaven","Rotterdam","Analoog"
"160.875000","156.27500","","Marifoon kanaal 65 VTS Rotterdam sector Rozenburg","Rotterdam","Analoog"
"160.925000","156.32500","","Marifoon kanaal 66 VTS Rotterdam sector Europoort","Rotterdam","Analoog"
"161.075000","161.07500","","Loodswezen Regio Rotterdam-Rijnmond","Rotterdam","Analoog"
"161.550000","156.95000","","Marifoonkanaal 19 Haven Co√∂rdinatie Centrum Rotterdam (Scheepvaartberichten en uitwijkkanaal)","Rotterdam","Analoog"
"161.600000","157.00000","","Marifoon kanaal 20 Brienenoordbrug Brienenoordbrug","Rotterdam",""
"161.600000","157.00000","","Marifoon kanaal 20 Erasmusbrug Erasmusbrug","Rotterdam",""
"161.600000","157.00000","","Marifoon kanaal 20 Haringvlietbrug Haringvlietbrug","Rotterdam",""
"161.600000","157.00000","","Marifoon kanaal 20 Koningshaven Koninginnebrug","Rotterdam",""
"161.625000","157.02500","","Marifoon kanaal 80 VTS Rotterdam sector Maassluis","Rotterdam","Analoog"
"161.675000","157.07500","","Marifoon kanaal 81 VTS Rotterdam sector Maasbruggen","Rotterdam","Analoog"
"161.725000","157.12500","","Marifoon kanaal 82 Drinkwaterboten Evides","Rotterdam",""
"161.725000","157.12500","","Marifoon kanaal 82 Bunkerstation Hartelmond","Rotterdam",""
"162.20000","157.60000","","Marifoonkanaal 32, Boluda Towage Europe","Rotterdam","Analoog"
"162.25000","162.25000","","Storno kanaal 7, Havensleepvaart (Reservekanaal)","Rotterdam","Analoog"
"162.350000","157.75000","94,8","Marifoon kanaal 35 PenO Ferries Beneluxhaven Pride of Hull/Pride of Rotterdam","Rotterdam",""
"163.070000","","","Groos Bestel en Transport","Rotterdam",""
"163.070000","","","Hoekman transport","Rotterdam",""
"163.070000","","","Rotterdamse glascentrale","Rotterdam",""
"163.090000","","","Bos transportbedrijf","Rotterdam",""
"163.110000","","","Bos transportbedrijf","Rotterdam",""
"163.110000","","","Buijs verhuizingen","Rotterdam",""
"163.110000","","","Perfect Bewaking","Rotterdam",""
"163.410000","","","Openbare werken Rotterdam","Rotterdam",""
"163.710000","159.11000","218,1","Winkelgebied Alexandrium Megastores (bewakingsdienst)","Rotterdam",""
"163.730000","159.13000","","Overslagbedrijf Steinweg Handelsveem  kan 1","Rotterdam Botlek",""
"163.810000","159.21000","","Steinweg Handelsveem","Rotterdam",""
"163.810000","159.21000","","Overslagbedrijf Steinweg Handelsveem  kan 2","Rotterdam Botlek",""
"163.810000","159.21000","159,8","Hogeschool Rotterdam (bewaking -en toezicht gebouwen Museumpark)","Rotterdam",""
"163.850000","159.25000","225,7","Alcan-Aluchemie o,a Procesoperatoren -en Technische Dienst","Rotterdam Botlek",""
"164.050000","","","Ben van Haarlem bunkerboten","Rotterdam",""
"164.050000","","","Damco van Swieten transport","Rotterdam",""
"164.050000","","","Van den Bos transporten","Rotterdam",""
"164.090000","","","Troost bouwbedrijf","Rotterdam",""
"164.090000","","","Afvalverwerking Rijnmond AVR kan 1 (weinig activiteit)","Rotterdam Botlek",""
"164.130000","","","Loodgietersbedrijf De Ruyter","Rotterdam",""
"164.150000","","","Molenaar tuinbouwbedrijf","Rotterdam",""
"164.230000","","","Calpam Chevron bunkerboten","Rotterdam",""
"164.230000","","","Ceetrans transportbedrijf","Rotterdam",""
"164.230000","","","Woningstichting Patrimonium","Rotterdam",""
"164.390000","","","Gebuis schildersbedrijf","Rotterdam",""
"164.390000","","","Sait electronica","Rotterdam",""
"164.390000","","","Transportbedrijf Overbeek","Rotterdam",""
"164.390000","","","Van Wijk aannemersbedrij f","Rotterdam",""
"164.410000","","","Afvalverwerking Rijnmond AVR kan 2","Rotterdam Botlek",""
"164.430000","","","Overslagbedrijf Marcor Stevedoring Waalhaven (kranen -en shovels)","Rotterdam",""
"164.510000","","","Autoservice Maasboulevard","Rotterdam",""
"164.510000","","","Perfekt Bewaking","Rotterdam",""
"164.550000","","","Afvalverwerking Rijnmond","Rotterdam",""
"164.550000","","","Container Repair Service","Rotterdam",""
"164.550000","","","MNO Vervat aannemersbedrijf","Rotterdam",""
"164.570000","","","VNV Beveiliging en Bewaking","Rotterdam",""
"164.610000","164.61000","192,8","Belbus Hillegersberg-Schiebroek","Rotterdam",""
"164.610000","","","Ooster glashandel","Rotterdam",""
"164.63000","160.03000","C 151.4","Havenbedrijf Rotterdam (Schermenpool)","Rotterdam","Analoog"
"164.730000","","","Anthony Veder en Co rederij","Rotterdam",""
"164.730000","","","Garage -en Takelwagenbedrijf Huvers","Rotterdam",""
"164.730000","","","Schrada in genie ursburau","Rotterdam",""
"164.970000","","","Den Heyer","Rotterdam",""
"164.970000","","","Dierenambulance Rotterdam en Omstreken REO","Rotterdam",""
"164.970000","","","Garage -en Takelwagenbedrijf Jan v,d Graaf","Rotterdam",""
"164.970000","","","Koeriers -en Besteldienst Bonnes","Rotterdam",""
"164.970000","","","VNV Beveiliging en Bewaking","Rotterdam",""
"165.010000","165.01000","","Rotterdamse ReddingsBrigade","Rotterdam",""
"165.050000","","","Bovero systeemplafonds","Rotterdam",""
"165.050000","","","Lagendijk aannemersbedrijf","Rotterdam",""
"165.050000","","","Stahlie automaterialen","Rotterdam",""
"165.070000","","","De Man aannemingsbedrijf","Rotterdam",""
"165.630000","","123,0","Europe Container Terminals ECT (Technische Dienst Home Terminal)","Rotterdam",""
"165.750000","","","Touringcarbedrijf Milot Tours","Rotterdam",""
"165.95000","170.75000","C 218.1","Ro-Ro/Passagiersschip Pride of Rotterdam (P&O Ferries)","Rotterdam","Analoog"
"166.250000","","","Brugwachters Irenebrug","Rotterdam",""
"166.650000","166.65000","","Motorrijschool","Rotterdam",""
"166.810000","","","DB Schenker (voorheen Railion) rangeerdienst Rotterdam-Waalhaven","Rotterdam",""
"166.850000","","","DB Schenker (voorheen Railion) Rangeerdienst","Rotterdam Pernis",""
"166.90000","171.70000","C 156.7","Ro-Ro/Passagiersschip Pride of Rotterdam (P&O Ferries)","Rotterdam","Analoog"
"166.930000","","","DB Schenker (voorheen Railion) Rotterdam-Kijfhoek","Kijfhoek",""
"166.950000","","67,0","DB Schenker (voorheen Railion) Rangeerdienst","Rotterdam Maasvlakte",""
"167.130000","","","DB Schenker (voorheen Railion) Rotterdam Maasvlakte","Rotterdam",""
"167.150000","","","DB Schenker (voorheen Railion) Rotterdam-Kijfhoek","Kijfhoek",""
"167.170000","","","DB Schenker (voorheen Railion) Rotterdam-Kijfhoek","Kijfhoek",""
"168.150000","","","Dow Benelux","Rotterdam-Botlek",""
"168.71000","168.71000","","Watertaxi Rotterdam (Kanaal 2)","Rotterdam","Analoog"
"169.03000","169.03000","","Watertaxi Rotterdam (Kanaal 1)","Rotterdam","Analoog"
"169.330000","","","Damen Shiprepair Rotterdam BV","Schiedam",""
"169.930000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"169.950000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"169.97000","169.97000","","Escape010","Rotterdam","Analoog"
"169.970000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"169.990000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"170.01000","170.01000","C 107,2","Zwatra Transportbegeleiding","Delft / Rotterdam","Analoog"
"170.010000","","","Cinerama Filmtheater","Rotterdam",""
"170.030000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"170.050000","","","Stadion De Kuip info/kaartverkoop","Rotterdam",""
"170.050000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"170.070000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"170.090000","","","Arco Chemie Nederland","Rotterdam-Botlek",""
"170.330000","","","Air Products","Rotterdam",""
"170.330000","","","Akzo Zoutchemie","Rotterdam",""
"170.330000","","","Amfas Groep","Rotterdam",""
"170.330000","","","Gemeentelijke biblotheek Rotterdam","Rotterdam",""
"170.330000","","","Haven Ziekenhuis","Rotterdam",""
"170.330000","","","Hillers Maintenance Service scheepscleaning","Rotterdam",""
"170.330000","","","Nederlands Architectuur Museum","Rotterdam",""
"170.330000","","","Perfect Bewaking","Rotterdam",""
"170.330000","","","Raambekledingsfabriek Hunter Douglas Zuid (BHV-Ploegen)","Rotterdam",""
"170.330000","","","Sophia kinderziekenhuis","Rotterdam",""
"170.330000","","","Stadion Sparta Het Kasteel kan 1 (Kaartcontrole -en Stewards)","Rotterdam",""
"170.330000","","","Van Rietschoten en Houwens","Rotterdam",""
"170.330000","","","Verpleeghuis Antonius Binnenweg","Rotterdam",""
"170.330000","","","Verpleeghuis De Wieken","Rotterdam",""
"170.330000","","","Scheepswerf Verolme-Keppel o,a Dokwerkers","Rotterdam Botlek",""
"170.330000","","","Cabot","Rotterdam-Botlek",""
"170.330000","","","PenO Ferries kanaal 8 Kraan Oost","Rotterdam-Europoort",""
"170.330000","","131,8","Voetbalstadion Sparta","Rotterdam",""
"170.330000","","179,9","Waalhaven Botlek Terminal","Rotterdam Botlek",""
"170.330000","","118,8","Oogziekenhuis (BHV)","Rotterdam",""
"170.330000","","100,0","J de Gier en Zoon Kraanverhuur B,V,","Rotterdam",""
"170.370000","","","Akzo Zoutchemie","Rotterdam",""
"170.370000","","","Amfas Groep","Rotterdam",""
"170.370000","","","Gemeentelijke biblotheek Rotterdam","Rotterdam",""
"170.370000","","","Haven Ziekenhuis","Rotterdam",""
"170.370000","","","Hillers Maintenance Service scheepscleaning","Rotterdam",""
"170.370000","","","Perfect bewaking","Rotterdam",""
"170.370000","","","Stadion Sparta Het Kasteel kan 2 (Kaartcontrole -en Stewards)","Rotterdam",""
"170.370000","","","Valvoline Nederland","Rotterdam",""
"170.370000","","","Verpleeghuis De Wieken","Rotterdam",""
"170.370000","","","Scheepswerf Verolme-Keppel o,a Dokwerkers","Rotterdam Botlek",""
"170.370000","","","Dow Benelux","Rotterdam-Botlek",""
"170.370000","","","PenO Ferries kanaal 6 Middensteiger","Rotterdam-Europoort",""
"170.370000","","131,8","Voetbalstadion Sparta","Rotterdam",""
"170.410000","","","Damen Shiprepair Rotterdam BV","Schiedam",""
"170.430000","","","Damen Shiprepair Rotterdam BV","Rotterdam",""
"170.430000","","","Dr Daniâl den Hoed kliniek","Rotterdam",""
"170.430000","","","Scheepswerf Verolme-Keppel o,a Dokwerkers","Rotterdam Botlek",""
"170.430000","","162,2","Waalhaven Botlek Terminal","Rotterdam Botlek",""
"170.470000","","","Akzo Zoutchemie","Rotterdam",""
"170.470000","","","Kantorencomplex Nationale Nederlanden o,a Bewakingsdienst","Rotterdam",""
"170.470000","","","Sporthal Rijnmond-Noord","Rotterdam",""
"170.470000","","","Scheepswerf Verolme-Keppel o,a Dokwerkers","Rotterdam Botlek",""
"170.470000","","","DSM Chemicals","Rotterdam-Botlek",""
"170.470000","","","PenO Ferries kanaal 1 Weststeiger","Rotterdam-Europoort",""
"170.470000","170.47000","233,6","RCT (Rotterdam Container Terminal)","Rotterdam Maasvlakte",""
"170.510000","","","Zuiderziekenhuis","Rotterdam",""
"170.530000","170.53000","","PenO Ferries kanaal 2 Kraan West","Rotterdam-Europoort",""
"170.57000","170.57000","C 107.2","Zwatra Transportbegeleiding","Delft / Rotterdam","Analoog"
"170.570000","","203,5","Waalhaven Botlek Terminal","Rotterdam Botlek",""
"170.570000","","","Gemeentelijke biblotheek Rotterdam","Rotterdam",""
"170.570000","","","Hillers Maintenance Service scheepscleaning","Rotterdam",""
"170.570000","","","Panoramatoren De Euromast","Rotterdam",""
"170.570000","","","Stadion Sparta Het Kasteel kan 3 (Kaartcontrole -en Stewards)","Rotterdam",""
"170.570000","","","Surface Protection","Rotterdam",""
"170.570000","","","Verpleeghuis De Wieken","Rotterdam",""
"170.570000","","","Scheepswerf Verolme-Keppel o,a Dokwerkers","Rotterdam Botlek",""
"170.570000","","","Akzo Zoutchemie","Rotterdam-Botlek",""
"170.570000","","","Alochem","Rotterdam-Botlek",""
"170.570000","","","Dow Benelux","Rotterdam-Botlek",""
"170.570000","","","PenO Ferries kanaal 4 Quay Department","Rotterdam-Europoort",""
"170.570000","","131,8","Voetbalstadion Sparta","Rotterdam",""
"170.650000","","","Academisch Zh Dijkzigt","Rotterdam",""
"170.650000","","","Akzo Zoutchemie","Rotterdam",""
"170.650000","","","Graanfactory Palthe en Haentjes","Rotterdam",""
"170.650000","","","Leijs Ferry service","Rotterdam",""
"170.650000","","","Perfect Bewaking","Rotterdam",""
"170.650000","","","Scheepswerf Verolme-Keppel o,a Dokwerkers","Rotterdam Botlek",""
"170.650000","","","Dow Benelux","Rotterdam-Botlek",""
"170.650000","","","PenO Ferries kanaal 3 Emergency","Rotterdam-Europoort",""
"170.850000","","","Akzo Zoutchemie","Rotterdam",""
"171.070000","166.47000","","DB Schenker (voorheen Railion) Rangeercomplex Kijfhoek (rangeerdienst)","Rotterdam",""
"171.550000","","","DB Schenker (voorheen Railion) Rotterdam-Europoort","Rotterdam",""
"171.570000","","","DB Schenker (voorheen Railion) Rangeerdienst Feijenoord","Rotterdam",""
"171.670000","","","DB Schenker (voorheen Railion) Rangeerdienst Waalhaven","Rotterdam",""
"171.730000","","","DB Schenker (voorheen Railion) Rangeerdienst","Rotterdam Botlek",""
"171.770000","","118,8","DB Schenker (voorheen Railion) Rangeerdienst Europoort","Rotterdam",""
"172.070000","167.47000","","Handelsveem Botlek","Rotterdam Botlek",""
"172.070000","167.47000","","Handelsveem Europoort (Elbeweg)","Rotterdam Europoort",""
"172.070000","167.47000","","Overslagbedrijf Steinweg Handelsveemkan 1 (extern)","Rotterdam Waalhaven",""
"172.070000","167.47000","","Cobelfret","Rotterdam-Botlek",""
"172.090000","167.49000","162,2","Handelsveem Europoort (Elbeweg)","Rotterdam Europoort",""
"172.48125","167.88125","","Rode Kruis kanaal RV1, Regio Rotterdam-Rijnmond","Rotterdam","DMR"
"172.58125","167.98125","","Rode Kruis kanaal RV3, Regio Rotterdam-Rijnmond","Rotterdam","DMR"
"172.69375","168.09375","","Rode Kruis kanaal RV8, Regio Rotterdam-Rijnmond","Rotterdam","DMR"
"172.81250","168.21250","","Wereldhavendagen 2022/2023","Rotterdam","DMR"
"172.830000","","","Muller cargadoors","Rotterdam",""
"172.96250","168.36250","","Wereldhavendagen 2022/2023","Rotterdam","DMR"
"173.290000","173.29000","85,4","Rhenus Offshore Logistics Maasvlakte","Rotterdam",""
"173.470000","","151,4","onbekend","Rotterdam Botlek",""
"173.570000","173.57000","","Rhenus Offshore Logistics Maasvlakte","Rotterdam",""
"173.770000","173.77000","203,5","Rhenus Offshore Logistics Maasvlakte","Rotterdam",""
"177.880000","","","PenO Ferries kanaal 10 Gate House","Rotterdam-Europoort",""
"178.060000","","","PenO Ferries kanaal 5 zuidsteiger","Rotterdam-Europoort",""
"178.080000","","","PenO Ferries kanaal 9 passagiers departement","Rotterdam-Europoort",""
"178.980000","","","PenO Ferries kanaal 7 noordsteiger","Rotterdam-Europoort",""
"2320.857000","2320.85700","","PI7RTD zendamateur bakenzender","Rotterdam",""
"24048.820000","24048.82000","","PI7RTD zendamateur bakenzender","Rotterdam",""
"254.27500","254.27500","","Koninklijke Marine (Heli/Ship HNLMS Rotterdam)","Landelijk","Analoog"
"26.150000","26.15000","","Diergaarde Blijdorp oproepsysteem","Rotterdam",""
"315.82500","315.82500","","Rotterdam Approach","Rotterdam","Analoog"
"3400.920000","3400.92000","","PI7RTD zendamateur bakenzender","Rotterdam",""
"362.87500","362.87500","","Rotterdam Tower","Rotterdam","Analoog"
"419.875000","","","European Bulk Services EBS Terminals  en Europoort (kort verkeer)","Rotterdam Botlek",""
"421.78125","411.78125","","COA tijdelijke noodopvang","Rotterdam","TETRA"
"422.00625","412.00625","","RET Openbaar Vervoer","Rotterdam","TETRA"
"422.03125","412.03125","","RET Openbaar Vervoer","Rotterdam","TETRA"
"422.05625","412.05625","","RET Openbaar Vervoer","Rotterdam","TETRA"
"422.08125","412.08125","","RET Openbaar Vervoer","Rotterdam","TETRA"
"422.10625","412.10625","","RET Openbaar Vervoer","Rotterdam","TETRA"
"422.13125","412.13125","","RET Openbaar Vervoer","Rotterdam","TETRA"
